InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,IsReturn,DayOfWeek,Hour
537595,21287,SCENTED VELVET LOUNGE CANDLE ,3,2010-12-07 12:29:00,1.25,13569,United Kingdom,3.75,2010-12,False,Tuesday,12
537603,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2010-12-07 12:49:00,4.95,14673,United Kingdom,14.850000000000001,2010-12,False,Tuesday,12
537604,84991,60 TEATIME FAIRY CAKE CASES,24,2010-12-07 13:01:00,0.55,13488,United Kingdom,13.200000000000001,2010-12,False,Tuesday,13
537605,21466,RED FLOWER CROCHET FOOD COVER,7,2010-12-07 13:13:00,3.75,16221,United Kingdom,26.25,2010-12,False,Tuesday,13
537606,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2010-12-07 13:16:00,2.1,15002,United Kingdom,12.600000000000001,2010-12,False,Tuesday,13
537607,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,2010-12-07 13:18:00,0.85,15965,United Kingdom,3.4,2010-12,False,Tuesday,13
537608,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-07 13:20:00,1.65,15024,United Kingdom,19.799999999999997,2010-12,False,Tuesday,13
537609,22726,ALARM CLOCK BAKELIKE GREEN,8,2010-12-07 13:22:00,3.75,17675,United Kingdom,30.0,2010-12,False,Tuesday,13
537612,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-07 13:28:00,2.95,13769,United Kingdom,17.700000000000003,2010-12,False,Tuesday,13
537614,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-12-07 13:29:00,3.75,16904,United Kingdom,7.5,2010-12,False,Tuesday,13
537617,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-07 13:45:00,1.25,16086,United Kingdom,15.0,2010-12,False,Tuesday,13
537619,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-07 13:53:00,2.55,13786,United Kingdom,81.6,2010-12,False,Tuesday,13
537620,21012,ANTIQUE ALL GLASS CANDLESTICK,6,2010-12-07 14:00:00,2.1,13880,United Kingdom,12.600000000000001,2010-12,False,Tuesday,14
537622,22962,JAM JAR WITH PINK LID,12,2010-12-07 14:30:00,0.85,13173,United Kingdom,10.2,2010-12,False,Tuesday,14
537623,22659,LUNCH BOX I LOVE LONDON,2,2010-12-07 14:31:00,1.95,15858,United Kingdom,3.9,2010-12,False,Tuesday,14
537625,72741,GRAND CHOCOLATECANDLE,9,2010-12-07 14:57:00,1.45,15180,United Kingdom,13.049999999999999,2010-12,False,Tuesday,14
537626,85116,BLACK CANDELABRA T-LIGHT HOLDER,12,2010-12-07 14:57:00,2.1,12347,Iceland,25.200000000000003,2010-12,False,Tuesday,14
537627,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,2010-12-07 14:58:00,1.25,14739,United Kingdom,30.0,2010-12,False,Tuesday,14
537628,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-12-07 15:02:00,2.1,16293,United Kingdom,12.600000000000001,2010-12,False,Tuesday,15
537629,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2010-12-07 15:03:00,14.95,17419,United Kingdom,14.95,2010-12,False,Tuesday,15
537634,21617,4 LILY  BOTANICAL DINNER CANDLES,1,2010-12-07 15:15:00,3.75,16775,United Kingdom,3.75,2010-12,False,Tuesday,15
537635,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,18,2010-12-07 15:18:00,2.95,16306,United Kingdom,53.1,2010-12,False,Tuesday,15
537636,22637,PIGGY BANK RETROSPOT ,16,2010-12-07 15:20:00,2.55,16950,United Kingdom,40.8,2010-12,False,Tuesday,15
537646,22781,GUMBALL MAGAZINE RACK,1,2010-12-07 15:39:00,7.65,17591,United Kingdom,7.65,2010-12,False,Tuesday,15
537648,21557,SET OF 6 FUNKY BEAKERS,6,2010-12-07 15:48:00,2.95,12839,United Kingdom,17.700000000000003,2010-12,False,Tuesday,15
537649,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-07 15:48:00,1.65,13807,United Kingdom,19.799999999999997,2010-12,False,Tuesday,15
537650,48187,DOORMAT NEW ENGLAND,2,2010-12-07 15:48:00,7.95,16125,United Kingdom,15.9,2010-12,False,Tuesday,15
537655,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-07 16:20:00,4.95,15081,United Kingdom,14.850000000000001,2010-12,False,Tuesday,16
537657,82484,WOOD BLACK BOARD ANT WHITE FINISH,408,2010-12-07 16:42:00,4.78,18102,United Kingdom,1950.24,2010-12,False,Tuesday,16
537665,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2010-12-07 17:19:00,4.95,16365,United Kingdom,4.95,2010-12,False,Tuesday,17
537667,22158,3 HEARTS HANGING DECORATION RUSTIC,128,2010-12-08 08:12:00,2.55,17870,United Kingdom,326.4,2010-12,False,Wednesday,8
537668,22867,HAND WARMER BIRD DESIGN,12,2010-12-08 08:43:00,2.1,14821,United Kingdom,25.200000000000003,2010-12,False,Wednesday,8
537669,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2010-12-08 08:58:00,1.25,16863,United Kingdom,15.0,2010-12,False,Wednesday,8
537670,21463,MIRRORED DISCO BALL ,2,2010-12-08 09:07:00,5.95,13078,United Kingdom,11.9,2010-12,False,Wednesday,9
537671,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-08 09:20:00,4.65,13267,United Kingdom,18.6,2010-12,False,Wednesday,9
537672,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-08 09:30:00,9.95,13050,United Kingdom,19.9,2010-12,False,Wednesday,9
537673,21429,RED GINGHAM ROSE JEWELLERY BOX,10,2010-12-08 09:49:00,1.65,12709,Germany,16.5,2010-12,False,Wednesday,9
537674,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-12-08 09:51:00,0.85,15628,United Kingdom,10.2,2010-12,False,Wednesday,9
537676,22567,20 DOLLY PEGS RETROSPOT,24,2010-12-08 09:53:00,1.25,12386,Australia,30.0,2010-12,False,Wednesday,9
537678,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,2010-12-08 09:56:00,2.75,16779,United Kingdom,132.0,2010-12,False,Wednesday,9
537680,22816,CARD MOTORBIKE SANTA,12,2010-12-08 10:11:00,0.42,13599,United Kingdom,5.04,2010-12,False,Wednesday,10
537681,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,2010-12-08 10:11:00,0.55,13329,United Kingdom,26.400000000000002,2010-12,False,Wednesday,10
537685,22188,BLACK HEART CARD HOLDER,1,2010-12-08 10:21:00,3.95,18077,United Kingdom,3.95,2010-12,False,Wednesday,10
537686,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,2010-12-08 10:21:00,1.25,14744,United Kingdom,60.0,2010-12,False,Wednesday,10
537688,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2010-12-08 10:35:00,0.85,17406,United Kingdom,10.2,2010-12,False,Wednesday,10
537689,21833,CAMOUFLAGE LED TORCH,12,2010-12-08 10:36:00,1.69,15750,United Kingdom,20.28,2010-12,False,Wednesday,10
537690,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-12-08 10:38:00,1.25,13983,United Kingdom,15.0,2010-12,False,Wednesday,10
537691,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-08 10:39:00,1.25,13842,United Kingdom,15.0,2010-12,False,Wednesday,10
537692,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-08 10:40:00,2.95,14796,United Kingdom,17.700000000000003,2010-12,False,Wednesday,10
537693,22710,WRAP I LOVE LONDON ,25,2010-12-08 10:45:00,0.42,12441,France,10.5,2010-12,False,Wednesday,10
537698,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,384,2010-12-08 10:51:00,0.72,13199,United Kingdom,276.48,2010-12,False,Wednesday,10
537707,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-08 10:53:00,4.65,14032,United Kingdom,18.6,2010-12,False,Wednesday,10
537738,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-08 11:02:00,12.75,17706,United Kingdom,25.5,2010-12,False,Wednesday,11
537754,22699,ROSES REGENCY TEACUP AND SAUCER ,4,2010-12-08 11:16:00,2.95,16081,United Kingdom,11.8,2010-12,False,Wednesday,11
537755,21621,VINTAGE UNION JACK BUNTING,6,2010-12-08 11:31:00,8.5,16525,United Kingdom,51.0,2010-12,False,Wednesday,11
537757,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-12-08 11:38:00,4.95,17975,United Kingdom,79.2,2010-12,False,Wednesday,11
537758,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2010-12-08 11:41:00,1.25,16122,United Kingdom,15.0,2010-12,False,Wednesday,11
537759,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-12-08 11:42:00,1.25,13126,United Kingdom,15.0,2010-12,False,Wednesday,11
537760,22961,JAM MAKING SET PRINTED,12,2010-12-08 11:42:00,1.45,15973,United Kingdom,17.4,2010-12,False,Wednesday,11
537762,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-08 12:01:00,1.45,16558,United Kingdom,17.4,2010-12,False,Wednesday,12
537764,22737,RIBBON REEL CHRISTMAS PRESENT ,1,2010-12-08 12:06:00,1.65,16893,United Kingdom,1.65,2010-12,False,Wednesday,12
537769,15056BL,EDWARDIAN PARASOL BLACK,2,2010-12-08 12:17:00,5.95,15021,United Kingdom,11.9,2010-12,False,Wednesday,12
537770,22044,CHRISTMAS CARD STACK OF PRESENTS,24,2010-12-08 12:24:00,0.42,15529,United Kingdom,10.08,2010-12,False,Wednesday,12
537771,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2010-12-08 12:29:00,1.25,15498,United Kingdom,30.0,2010-12,False,Wednesday,12
537772,84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,2010-12-08 12:35:00,4.65,18043,United Kingdom,4.65,2010-12,False,Wednesday,12
537773,20764,ABSTRACT CIRCLES SKETCHBOOK ,1,2010-12-08 12:36:00,3.75,16016,United Kingdom,3.75,2010-12,False,Wednesday,12
537775,22846,BREAD BIN DINER STYLE RED ,4,2010-12-08 12:41:00,14.95,17722,United Kingdom,59.8,2010-12,False,Wednesday,12
537780,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-08 12:45:00,0.95,17324,United Kingdom,0.95,2010-12,False,Wednesday,12
537781,22816,CARD MOTORBIKE SANTA,12,2010-12-08 12:46:00,0.42,17341,United Kingdom,5.04,2010-12,False,Wednesday,12
537789,22313,OFFICE MUG WARMER PINK,12,2010-12-08 12:49:00,2.95,14051,United Kingdom,35.400000000000006,2010-12,False,Wednesday,12
537791,21258,VICTORIAN SEWING BOX LARGE,8,2010-12-08 12:51:00,10.95,16233,United Kingdom,87.6,2010-12,False,Wednesday,12
537792,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-12-08 12:56:00,9.95,16385,United Kingdom,9.95,2010-12,False,Wednesday,12
537793,21931,JUMBO STORAGE BAG SUKI,100,2010-12-08 12:57:00,1.65,15032,United Kingdom,165.0,2010-12,False,Wednesday,12
537794,48138,DOORMAT UNION FLAG,1,2010-12-08 13:01:00,7.95,16713,United Kingdom,7.95,2010-12,False,Wednesday,13
537795,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2010-12-08 13:03:00,7.95,17213,United Kingdom,31.8,2010-12,False,Wednesday,13
537796,21260,FIRST AID TIN,6,2010-12-08 13:03:00,3.25,18061,United Kingdom,19.5,2010-12,False,Wednesday,13
537799,22111,SCOTTIE DOG HOT WATER BOTTLE,4,2010-12-08 13:07:00,4.95,15916,United Kingdom,19.8,2010-12,False,Wednesday,13
537801,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2010-12-08 13:08:00,4.95,15221,United Kingdom,79.2,2010-12,False,Wednesday,13
537802,84580,MOUSE TOY WITH PINK T-SHIRT,4,2010-12-08 13:11:00,3.75,13455,United Kingdom,15.0,2010-12,False,Wednesday,13
537806,37448,CERAMIC CAKE DESIGN SPOTTED MUG,8,2010-12-08 13:21:00,1.49,13113,United Kingdom,11.92,2010-12,False,Wednesday,13
537809,85067,CREAM SWEETHEART WALL CABINET,1,2010-12-08 13:28:00,18.95,14217,United Kingdom,18.95,2010-12,False,Wednesday,13
537811,71053,WHITE METAL LANTERN,24,2010-12-08 13:30:00,3.39,17262,United Kingdom,81.36,2010-12,False,Wednesday,13
537813,22694,WICKER STAR ,6,2010-12-08 13:38:00,2.1,18259,United Kingdom,12.600000000000001,2010-12,False,Wednesday,13
537815,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-12-08 13:49:00,0.85,17676,United Kingdom,8.5,2010-12,False,Wednesday,13
537816,79321,CHILLI LIGHTS,24,2010-12-08 13:51:00,4.25,16679,United Kingdom,102.0,2010-12,False,Wednesday,13
537817,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-08 13:53:00,4.65,18269,United Kingdom,18.6,2010-12,False,Wednesday,13
537818,22867,HAND WARMER BIRD DESIGN,12,2010-12-08 13:53:00,2.1,12766,Portugal,25.200000000000003,2010-12,False,Wednesday,13
537819,22966,GINGERBREAD MAN COOKIE CUTTER,12,2010-12-08 13:55:00,1.25,15298,United Kingdom,15.0,2010-12,False,Wednesday,13
537822,21539,RED RETROSPOT BUTTER DISH,3,2010-12-08 14:22:00,4.95,13523,United Kingdom,14.850000000000001,2010-12,False,Wednesday,14
537825,22644,CERAMIC CHERRY CAKE MONEY BANK,4,2010-12-08 14:36:00,1.45,15005,United Kingdom,5.8,2010-12,False,Wednesday,14
537826,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-08 14:38:00,1.25,15581,United Kingdom,1.25,2010-12,False,Wednesday,14
537828,21810,CHRISTMAS HANGING STAR WITH BELL,12,2010-12-08 14:43:00,1.25,15680,United Kingdom,15.0,2010-12,False,Wednesday,14
537830,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-08 14:46:00,0.95,13649,United Kingdom,1.9,2010-12,False,Wednesday,14
537831,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2010-12-08 14:50:00,2.95,17894,United Kingdom,8.850000000000001,2010-12,False,Wednesday,14
537833,51008,AFGHAN SLIPPER SOCK PAIR,200,2010-12-08 14:53:00,2.95,13270,United Kingdom,590.0,2010-12,False,Wednesday,14
537836,21790,VINTAGE SNAP CARDS,144,2010-12-08 14:58:00,0.72,14866,United Kingdom,103.67999999999999,2010-12,False,Wednesday,14
537837,22507,MEMO BOARD RETROSPOT  DESIGN,4,2010-12-08 14:59:00,4.95,13077,United Kingdom,19.8,2010-12,False,Wednesday,14
537840,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2010-12-08 15:03:00,6.35,13531,United Kingdom,12.7,2010-12,False,Wednesday,15
537841,16014,SMALL CHINESE STYLE SCISSOR,1000,2010-12-08 15:10:00,0.32,13848,United Kingdom,320.0,2010-12,False,Wednesday,15
537842,22093,MOTORING TISSUE BOX,1,2010-12-08 15:12:00,1.25,13140,United Kingdom,1.25,2010-12,False,Wednesday,15
537843,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010-12-08 15:16:00,1.45,15713,United Kingdom,17.4,2010-12,False,Wednesday,15
537844,22112,CHOCOLATE HOT WATER BOTTLE,1,2010-12-08 15:17:00,4.95,17999,United Kingdom,4.95,2010-12,False,Wednesday,15
537846,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96,2010-12-08 15:25:00,1.25,15347,United Kingdom,120.0,2010-12,False,Wednesday,15
537847,22839,3 TIER CAKE TIN GREEN AND CREAM,1,2010-12-08 15:33:00,14.95,14766,United Kingdom,14.95,2010-12,False,Wednesday,15
537852,84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,18,2010-12-08 15:56:00,3.75,17340,United Kingdom,67.5,2010-12,False,Wednesday,15
537854,21098,CHRISTMAS TOILET ROLL,24,2010-12-08 15:58:00,1.25,13984,United Kingdom,30.0,2010-12,False,Wednesday,15
537855,20685,DOORMAT RED RETROSPOT,2,2010-12-08 15:59:00,7.95,15996,United Kingdom,15.9,2010-12,False,Wednesday,15
537859,21121,SET/10 RED POLKADOT PARTY CANDLES,2,2010-12-08 16:11:00,1.25,14030,United Kingdom,2.5,2010-12,False,Wednesday,16
537861,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2010-12-08 16:18:00,4.95,16596,United Kingdom,14.850000000000001,2010-12,False,Wednesday,16
537864,22960,JAM MAKING SET WITH JARS,6,2010-12-08 16:34:00,4.25,16700,United Kingdom,25.5,2010-12,False,Wednesday,16
537865,22077,6 RIBBONS RUSTIC CHARM,6,2010-12-08 16:34:00,1.65,16011,United Kingdom,9.899999999999999,2010-12,False,Wednesday,16
537866,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-08 16:45:00,2.55,17655,United Kingdom,81.6,2010-12,False,Wednesday,16
537867,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-08 16:48:00,9.95,16717,United Kingdom,19.9,2010-12,False,Wednesday,16
537879,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-09 08:34:00,3.95,14243,United Kingdom,47.400000000000006,2010-12,False,Thursday,8
537880,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-12-09 09:14:00,1.25,12963,United Kingdom,15.0,2010-12,False,Thursday,9
537882,22804,CANDLEHOLDER PINK HANGING HEART,32,2010-12-09 09:25:00,2.55,15079,United Kingdom,81.6,2010-12,False,Thursday,9
537883,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2010-12-09 09:27:00,1.25,14437,United Kingdom,15.0,2010-12,False,Thursday,9
537885,48185,DOORMAT FAIRY CAKE,2,2010-12-09 09:34:00,7.95,12942,United Kingdom,15.9,2010-12,False,Thursday,9
537886,22855,FINE WICKER HEART ,12,2010-12-09 09:49:00,1.25,15660,United Kingdom,15.0,2010-12,False,Thursday,9
537887,21479,WHITE SKULL HOT WATER BOTTLE ,96,2010-12-09 10:00:00,3.39,18092,United Kingdom,325.44,2010-12,False,Thursday,10
537888,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2010-12-09 10:04:00,0.65,15358,United Kingdom,10.4,2010-12,False,Thursday,10
537889,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-12-09 10:04:00,1.25,13319,United Kingdom,15.0,2010-12,False,Thursday,10
537892,POST,POSTAGE,1,2010-12-09 10:13:00,18.0,12481,Germany,18.0,2010-12,False,Thursday,10
537894,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-12-09 10:16:00,4.95,12621,Germany,14.850000000000001,2010-12,False,Thursday,10
537895,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-09 10:30:00,3.75,14299,United Kingdom,30.0,2010-12,False,Thursday,10
537896,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-12-09 10:33:00,1.95,18071,United Kingdom,23.4,2010-12,False,Thursday,10
537897,POST,POSTAGE,1,2010-12-09 10:37:00,18.0,12683,France,18.0,2010-12,False,Thursday,10
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,2010-12-09 10:44:00,2.55,12755,Japan,3794.3999999999996,2010-12,False,Thursday,10
537901,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-09 10:48:00,10.95,13854,United Kingdom,175.2,2010-12,False,Thursday,10
537915,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-09 10:55:00,1.25,12797,Portugal,15.0,2010-12,False,Thursday,10
537955,22158,3 HEARTS HANGING DECORATION RUSTIC,1,2010-12-09 11:28:00,2.95,16782,United Kingdom,2.95,2010-12,False,Thursday,11
537963,37446,MINI CAKE STAND WITH HANGING CAKES,32,2010-12-09 11:30:00,1.25,13369,United Kingdom,40.0,2010-12,False,Thursday,11
537967,21843,RED RETROSPOT CAKE STAND,2,2010-12-09 11:31:00,10.95,12494,France,21.9,2010-12,False,Thursday,11
537981,22560,TRADITIONAL MODELLING CLAY,250,2010-12-09 11:35:00,1.06,17857,United Kingdom,265.0,2010-12,False,Thursday,11
538002,22690,DOORMAT HOME SWEET HOME BLUE ,2,2010-12-09 11:48:00,7.95,14932,Channel Islands,15.9,2010-12,False,Thursday,11
538003,22847,BREAD BIN DINER STYLE IVORY,8,2010-12-09 12:05:00,14.95,12429,Denmark,119.6,2010-12,False,Thursday,12
538006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-09 12:13:00,2.55,14987,United Kingdom,81.6,2010-12,False,Thursday,12
538007,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,2010-12-09 12:16:00,2.95,14355,United Kingdom,17.700000000000003,2010-12,False,Thursday,12
538010,71053,WHITE METAL LANTERN,4,2010-12-09 12:20:00,3.75,17526,United Kingdom,15.0,2010-12,False,Thursday,12
538011,21843,RED RETROSPOT CAKE STAND,1,2010-12-09 12:24:00,10.95,14896,United Kingdom,10.95,2010-12,False,Thursday,12
538014,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-09 12:49:00,1.45,14440,United Kingdom,17.4,2010-12,False,Thursday,12
538015,21745,GAOLERS KEYS DECORATIVE GARDEN ,3,2010-12-09 12:49:00,3.75,13240,United Kingdom,11.25,2010-12,False,Thursday,12
538032,22669,RED BABY BUNTING ,5,2010-12-09 12:59:00,2.95,14479,United Kingdom,14.75,2010-12,False,Thursday,12
538035,84341B,SMALL PINK MAGIC CHRISTMAS TREE,1,2010-12-09 13:03:00,0.85,16065,United Kingdom,0.85,2010-12,False,Thursday,13
538037,20974,12 PENCILS SMALL TUBE SKULL,24,2010-12-09 13:05:00,0.65,17430,United Kingdom,15.600000000000001,2010-12,False,Thursday,13
538040,22592,CARDHOLDER HOLLY WREATH METAL,1,2010-12-09 13:08:00,3.75,16520,United Kingdom,3.75,2010-12,False,Thursday,13
538048,84360,TABLE LAMP WHITE SHADE WOOD BASE,36,2010-12-09 13:14:00,4.65,15945,United Kingdom,167.4,2010-12,False,Thursday,13
538053,79321,CHILLI LIGHTS,24,2010-12-09 13:34:00,4.25,15856,United Kingdom,102.0,2010-12,False,Thursday,13
538057,22629,SPACEBOY LUNCH BOX ,36,2010-12-09 13:38:00,1.95,13102,United Kingdom,70.2,2010-12,False,Thursday,13
538064,21823,PAINTED METAL HEART WITH HOLLY BELL,2,2010-12-09 13:47:00,1.45,15271,United Kingdom,2.9,2010-12,False,Thursday,13
538065,21844,RED RETROSPOT MUG,6,2010-12-09 13:57:00,2.95,13982,United Kingdom,17.700000000000003,2010-12,False,Thursday,13
538067,84944,SET OF 6 KASHMIR FOLKART BAUBLES,1,2010-12-09 13:59:00,4.25,15288,United Kingdom,4.25,2010-12,False,Thursday,13
538068,70006,LOVE HEART POCKET WARMER,2,2010-12-09 14:05:00,1.65,17978,United Kingdom,3.3,2010-12,False,Thursday,14
538069,84832,ZINC WILLIE WINKIE  CANDLE STICK,19,2010-12-09 14:08:00,0.85,16795,United Kingdom,16.15,2010-12,False,Thursday,14
538070,22300,COFFEE MUG DOG + BALL DESIGN,6,2010-12-09 14:08:00,2.55,16519,United Kingdom,15.299999999999999,2010-12,False,Thursday,14
538073,16016,LARGE CHINESE STYLE SCISSOR,2,2010-12-09 14:10:00,0.85,17816,United Kingdom,1.7,2010-12,False,Thursday,14
538078,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-09 14:25:00,9.95,16255,United Kingdom,19.9,2010-12,False,Thursday,14
538079,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2010-12-09 14:27:00,1.65,17671,United Kingdom,19.799999999999997,2010-12,False,Thursday,14
538080,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,2010-12-09 14:28:00,1.25,17646,United Kingdom,30.0,2010-12,False,Thursday,14
538086,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2010-12-09 14:44:00,2.95,12872,United Kingdom,41.300000000000004,2010-12,False,Thursday,14
538087,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-12-09 14:44:00,3.75,17339,United Kingdom,15.0,2010-12,False,Thursday,14
538095,22504,CABIN BAG VINTAGE RETROSPOT,1,2010-12-09 14:55:00,29.95,17097,Spain,29.95,2010-12,False,Thursday,14
538097,22333,RETROSPOT PARTY BAG + STICKER SET,24,2010-12-09 14:56:00,1.65,15192,United Kingdom,39.599999999999994,2010-12,False,Thursday,14
538101,35001W,HAND OPEN SHAPE DECO.WHITE,78,2010-12-09 15:01:00,2.95,15380,United Kingdom,230.10000000000002,2010-12,False,Thursday,15
538104,84559A,3D SHEET OF DOG STICKERS,5,2010-12-09 15:16:00,0.85,17950,United Kingdom,4.25,2010-12,False,Thursday,15
538107,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2010-12-09 15:21:00,2.95,12826,United Kingdom,17.700000000000003,2010-12,False,Thursday,15
538108,22571,ROCKING HORSE RED CHRISTMAS ,12,2010-12-09 15:23:00,0.85,17456,United Kingdom,10.2,2010-12,False,Thursday,15
538113,21533,RETROSPOT LARGE MILK JUG,3,2010-12-09 15:29:00,4.95,15811,United Kingdom,14.850000000000001,2010-12,False,Thursday,15
538116,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-09 15:32:00,2.1,13327,United Kingdom,50.400000000000006,2010-12,False,Thursday,15
538125,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-09 15:46:00,1.25,18225,United Kingdom,15.0,2010-12,False,Thursday,15
538145,22224,WHITE LOVEBIRD LANTERN,6,2010-12-09 16:08:00,2.95,15211,United Kingdom,17.700000000000003,2010-12,False,Thursday,16
538146,22073,RED RETROSPOT STORAGE JAR,4,2010-12-09 16:10:00,3.75,15596,United Kingdom,15.0,2010-12,False,Thursday,16
538151,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,2010-12-09 16:28:00,8.5,16163,United Kingdom,204.0,2010-12,False,Thursday,16
538155,84849D,HOT BATHS SOAP HOLDER,1,2010-12-09 16:52:00,1.69,16907,United Kingdom,1.69,2010-12,False,Thursday,16
538157,22445,PENCIL CASE LIFE IS BEAUTIFUL,5,2010-12-09 16:57:00,2.95,17576,United Kingdom,14.75,2010-12,False,Thursday,16
538167,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,40,2010-12-09 18:58:00,2.55,14713,United Kingdom,102.0,2010-12,False,Thursday,18
538168,22078,RIBBON REEL LACE DESIGN ,5,2010-12-09 19:23:00,2.1,14702,United Kingdom,10.5,2010-12,False,Thursday,19
538169,22156,HEART DECORATION WITH PEARLS ,2,2010-12-09 19:28:00,0.85,13230,United Kingdom,1.7,2010-12,False,Thursday,19
538170,22834,HAND WARMER BABUSHKA DESIGN,20,2010-12-09 19:32:00,2.1,13969,United Kingdom,42.0,2010-12,False,Thursday,19
538171,22824,3 TIER SWEETHEART GARDEN SHELF,1,2010-12-09 20:01:00,35.95,17530,United Kingdom,35.95,2010-12,False,Thursday,20
538172,21562,HAWAIIAN GRASS SKIRT ,12,2010-12-10 09:33:00,1.25,15805,United Kingdom,15.0,2010-12,False,Friday,9
538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-10 09:35:00,1.45,12471,Germany,17.4,2010-12,False,Friday,9
538178,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,2010-12-10 09:51:00,4.95,17696,United Kingdom,39.6,2010-12,False,Friday,9
538181,22065,CHRISTMAS PUDDING TRINKET POT ,12,2010-12-10 10:08:00,1.45,17076,United Kingdom,17.4,2010-12,False,Friday,10
538182,21733,RED HANGING HEART T-LIGHT HOLDER,6,2010-12-10 10:18:00,2.95,17827,United Kingdom,17.700000000000003,2010-12,False,Friday,10
